symbol,exchange,datetime,open,high,low,close,volume,turnover,open_interest
ru,SHFE,2019-01-18 00:00:00,11570.0,11770.0,11520.0,11660.0,325716.0,3799711.18,357106.0
ru,SHFE,2019-01-21 00:00:00,11675.0,11970.0,11665.0,11845.0,432770.0,5116541.26,365832.0
ru,SHFE,2019-01-22 00:00:00,11840.0,11885.0,11550.0,11580.0,389184.0,4557390.37,358574.0
ru,SHFE,2019-01-23 00:00:00,11580.0,11665.0,11555.0,11615.0,184520.0,2142316.8,362740.0
ru,SHFE,2019-01-24 00:00:00,11600.0,11690.0,11525.0,11610.0,242300.0,2816014.78,361166.0
ru,SHFE,2019-01-25 00:00:00,11600.0,11750.0,11595.0,11610.0,264262.0,3083543.82,356604.0
ru,SHFE,2019-01-28 00:00:00,11630.0,11775.0,11550.0,11555.0,279152.0,3258275.82,351670.0
ru,SHFE,2019-01-29 00:00:00,11550.0,11605.0,11420.0,11460.0,272850.0,3139271.03,352932.0
ru,SHFE,2019-01-30 00:00:00,11480.0,11555.0,11350.0,11375.0,229822.0,2639154.43,350468.0
ru,SHFE,2019-01-31 00:00:00,11410.0,11415.0,11235.0,11330.0,292726.0,3316286.67,346310.0
ru,SHFE,2019-02-01 00:00:00,11360.0,11465.0,11340.0,11420.0,215522.0,2459578.0,332404.0
ru,SHFE,2019-02-11 00:00:00,11400.0,11410.0,11265.0,11305.0,149356.0,1692239.73,344226.0
ru,SHFE,2019-02-12 00:00:00,11310.0,11680.0,11310.0,11615.0,382086.0,4427203.41,332022.0
ru,SHFE,2019-02-13 00:00:00,11605.0,11690.0,11515.0,11675.0,271950.0,3157328.91,339684.0
ru,SHFE,2019-02-14 00:00:00,11675.0,11900.0,11610.0,11785.0,386514.0,4544505.45,339878.0
ru,SHFE,2019-02-15 00:00:00,11780.0,11815.0,11530.0,11640.0,281780.0,3281095.49,332796.0
ru,SHFE,2019-02-18 00:00:00,11670.0,11840.0,11650.0,11815.0,306698.0,3603054.69,340282.0
ru,SHFE,2019-02-19 00:00:00,11845.0,12425.0,11830.0,12375.0,684994.0,8340109.46,365036.0
ru,SHFE,2019-02-20 00:00:00,12340.0,12520.0,12215.0,12460.0,508496.0,6281639.72,362424.0
ru,SHFE,2019-02-21 00:00:00,12460.0,12570.0,12265.0,12325.0,403096.0,4998247.98,345692.0
ru,SHFE,2019-02-22 00:00:00,12290.0,12525.0,12265.0,12515.0,301738.0,3743388.35,346988.0
ru,SHFE,2019-02-25 00:00:00,12625.0,12855.0,12430.0,12445.0,588298.0,7434337.1,338518.0
ru,SHFE,2019-02-26 00:00:00,12425.0,12545.0,12270.0,12400.0,425374.0,5285321.84,328142.0
ru,SHFE,2019-02-27 00:00:00,12415.0,12590.0,12315.0,12405.0,376048.0,4687255.19,326700.0
ru,SHFE,2019-02-28 00:00:00,12430.0,12595.0,12415.0,12500.0,312518.0,3909324.59,330212.0
ru,SHFE,2019-03-01 00:00:00,12525.0,12790.0,12455.0,12770.0,439864.0,5565271.11,339854.0
ru,SHFE,2019-03-04 00:00:00,12770.0,12960.0,12475.0,12495.0,561936.0,7137347.76,326518.0
ru,SHFE,2019-03-05 00:00:00,12495.0,12550.0,12335.0,12465.0,307036.0,3830999.85,314390.0
ru,SHFE,2019-03-06 00:00:00,12480.0,12585.0,12400.0,12445.0,290322.0,3626966.84,308326.0
ru,SHFE,2019-03-07 00:00:00,12450.0,12490.0,12135.0,12215.0,381056.0,4680573.03,292590.0
ru,SHFE,2019-03-08 00:00:00,12245.0,12275.0,12035.0,12095.0,322228.0,3914849.23,288672.0
ru,SHFE,2019-03-11 00:00:00,12085.0,12215.0,12050.0,12125.0,264402.0,3211887.04,290100.0
ru,SHFE,2019-03-12 00:00:00,12130.0,12285.0,12115.0,12165.0,250928.0,3059350.38,289284.0
ru,SHFE,2019-03-13 00:00:00,12185.0,12250.0,11970.0,12005.0,302568.0,3664336.39,292968.0
ru,SHFE,2019-03-14 00:00:00,12020.0,12080.0,11975.0,12030.0,192764.0,2318995.98,282588.0
ru,SHFE,2019-03-15 00:00:00,12050.0,12120.0,11810.0,11850.0,354064.0,4222236.38,280584.0
ru,SHFE,2019-03-18 00:00:00,11860.0,11960.0,11770.0,11915.0,248268.0,2948486.4,273058.0
ru,SHFE,2019-03-19 00:00:00,11935.0,12050.0,11915.0,11985.0,217190.0,2601080.2,257956.0
ru,SHFE,2019-03-20 00:00:00,12015.0,12015.0,11855.0,11950.0,186400.0,2222368.84,253318.0
ru,SHFE,2019-03-21 00:00:00,11925.0,12015.0,11900.0,11940.0,162368.0,1941113.26,247498.0
ru,SHFE,2019-03-22 00:00:00,12180.0,12205.0,12075.0,12160.0,109352.0,1327322.26,272406.0
ru,SHFE,2019-03-25 00:00:00,12115.0,12130.0,11790.0,11800.0,183610.0,2192440.6,295734.0
ru,SHFE,2019-03-26 00:00:00,11800.0,11850.0,11755.0,11795.0,103526.0,1223921.36,305930.0
ru,SHFE,2019-03-27 00:00:00,11820.0,11865.0,11635.0,11640.0,167658.0,1969555.26,321790.0
ru,SHFE,2019-03-28 00:00:00,11640.0,11685.0,11465.0,11470.0,177542.0,2054330.73,334898.0
ru,SHFE,2019-03-29 00:00:00,11475.0,11655.0,11350.0,11565.0,225832.0,2604595.39,343418.0
ru,SHFE,2019-04-01 00:00:00,11585.0,11720.0,11540.0,11715.0,215556.0,2509955.12,356890.0
ru,SHFE,2019-04-02 00:00:00,11715.0,11735.0,11605.0,11680.0,322766.0,3766835.16,364592.0
ru,SHFE,2019-04-03 00:00:00,11705.0,11810.0,11700.0,11770.0,237312.0,2792600.26,369158.0
ru,SHFE,2019-04-04 00:00:00,11850.0,11900.0,11720.0,11795.0,253712.0,2992967.81,370640.0
ru,SHFE,2019-04-08 00:00:00,11860.0,11980.0,11800.0,11835.0,231674.0,2753888.57,372312.0
ru,SHFE,2019-04-09 00:00:00,11820.0,11880.0,11600.0,11700.0,304850.0,3575031.47,391794.0
ru,SHFE,2019-04-10 00:00:00,11725.0,12035.0,11635.0,11955.0,453800.0,5376789.33,392176.0
ru,SHFE,2019-04-11 00:00:00,11960.0,12050.0,11855.0,11910.0,338658.0,4044109.8,391854.0
ru,SHFE,2019-04-12 00:00:00,11940.0,11975.0,11770.0,11930.0,365198.0,4340719.15,394090.0
ru,SHFE,2019-04-15 00:00:00,12030.0,12120.0,11820.0,11840.0,380882.0,4548136.79,399456.0
ru,SHFE,2019-04-16 00:00:00,11870.0,11910.0,11550.0,11685.0,422658.0,4963822.9,415574.0
ru,SHFE,2019-04-17 00:00:00,11710.0,11715.0,11615.0,11645.0,225508.0,2628612.53,426260.0
ru,SHFE,2019-04-18 00:00:00,11610.0,11685.0,11380.0,11400.0,455898.0,5258385.69,451864.0
ru,SHFE,2019-04-19 00:00:00,11420.0,11505.0,11405.0,11470.0,198616.0,2274580.22,452280.0
ru,SHFE,2019-04-22 00:00:00,11480.0,11615.0,11460.0,11480.0,288272.0,3326529.05,447004.0
ru,SHFE,2019-04-23 00:00:00,11485.0,11610.0,11480.0,11540.0,229614.0,2652860.19,448112.0
ru,SHFE,2019-04-24 00:00:00,11550.0,11550.0,11405.0,11475.0,294596.0,3382115.88,450638.0
ru,SHFE,2019-04-25 00:00:00,11490.0,11575.0,11350.0,11495.0,399238.0,4586965.37,451114.0
ru,SHFE,2019-04-26 00:00:00,11490.0,11550.0,11255.0,11270.0,415354.0,4736780.77,461388.0
ru,SHFE,2019-04-29 00:00:00,11310.0,11330.0,11215.0,11255.0,270584.0,3050853.08,470850.0
ru,SHFE,2019-04-30 00:00:00,11280.0,11745.0,11205.0,11700.0,616256.0,7093580.97,431286.0
ru,SHFE,2019-05-06 00:00:00,11510.0,11695.0,11475.0,11665.0,298682.0,3468086.52,422982.0
ru,SHFE,2019-05-07 00:00:00,11715.0,11910.0,11715.0,11865.0,435844.0,5159796.55,416800.0
ru,SHFE,2019-05-08 00:00:00,11955.0,12040.0,11755.0,11845.0,365594.0,4335766.52,410280.0
ru,SHFE,2019-05-09 00:00:00,11845.0,11845.0,11680.0,11790.0,412296.0,4850365.69,409988.0
ru,SHFE,2019-05-10 00:00:00,11790.0,11990.0,11660.0,11775.0,554740.0,6556779.74,412148.0
ru,SHFE,2019-05-13 00:00:00,11820.0,11920.0,11715.0,11905.0,397874.0,4700665.29,414164.0
ru,SHFE,2019-05-14 00:00:00,11910.0,12020.0,11530.0,11540.0,640430.0,7510758.81,402894.0
ru,SHFE,2019-05-15 00:00:00,11580.0,11750.0,11555.0,11745.0,292970.0,3413066.21,398766.0
ru,SHFE,2019-05-16 00:00:00,11800.0,12255.0,11765.0,12250.0,802074.0,9684692.19,424624.0
ru,SHFE,2019-05-17 00:00:00,12225.0,12280.0,12140.0,12205.0,415196.0,5063671.44,419026.0
ru,SHFE,2019-05-20 00:00:00,12195.0,12430.0,11940.0,12045.0,699064.0,8505144.15,399132.0
ru,SHFE,2019-05-21 00:00:00,12200.0,12420.0,12065.0,12375.0,550430.0,6731667.85,413558.0
ru,SHFE,2019-05-22 00:00:00,12370.0,12445.0,11775.0,11905.0,728678.0,8817880.5,393008.0
ru,SHFE,2019-05-23 00:00:00,11950.0,11950.0,11670.0,11720.0,437104.0,5157837.85,384306.0
ru,SHFE,2019-05-24 00:00:00,11735.0,11855.0,11620.0,11850.0,429302.0,5052088.71,386926.0
ru,SHFE,2019-05-27 00:00:00,11830.0,11905.0,11680.0,11860.0,467890.0,5520456.25,386660.0
ru,SHFE,2019-05-28 00:00:00,11915.0,11985.0,11805.0,11955.0,472116.0,5619009.11,393050.0
ru,SHFE,2019-05-29 00:00:00,11970.0,12220.0,11930.0,12205.0,664094.0,8024853.72,414982.0
ru,SHFE,2019-05-30 00:00:00,12195.0,12225.0,11960.0,12030.0,501824.0,6072847.31,395484.0
ru,SHFE,2019-05-31 00:00:00,12030.0,12275.0,12020.0,12250.0,549204.0,6689553.46,407956.0
ru,SHFE,2019-06-03 00:00:00,12205.0,12280.0,11810.0,11900.0,578392.0,6911391.56,387962.0
ru,SHFE,2019-06-04 00:00:00,11955.0,11965.0,11815.0,11910.0,325990.0,3873327.43,384278.0
ru,SHFE,2019-06-05 00:00:00,11950.0,12150.0,11885.0,12125.0,494502.0,5947397.68,399258.0
ru,SHFE,2019-06-06 00:00:00,12120.0,12365.0,11840.0,12235.0,934826.0,11322934.92,404138.0
ru,SHFE,2019-06-10 00:00:00,12320.0,12510.0,12235.0,12290.0,482936.0,5955588.99,413622.0
ru,SHFE,2019-06-11 00:00:00,12255.0,12485.0,12190.0,12470.0,580210.0,7162770.31,431902.0
ru,SHFE,2019-06-12 00:00:00,12485.0,12550.0,12150.0,12190.0,575856.0,7082718.71,412860.0
ru,SHFE,2019-06-13 00:00:00,12180.0,12305.0,12100.0,12260.0,456684.0,5578985.58,405500.0
ru,SHFE,2019-06-14 00:00:00,12300.0,12300.0,11925.0,11970.0,490406.0,5931342.82,401792.0
ru,SHFE,2019-06-17 00:00:00,11980.0,12025.0,11720.0,11760.0,450882.0,5365321.01,406390.0
ru,SHFE,2019-06-18 00:00:00,11795.0,11895.0,11705.0,11860.0,334924.0,3954154.14,402796.0
ru,SHFE,2019-06-19 00:00:00,11880.0,12015.0,11675.0,11740.0,556318.0,6574837.24,408576.0
ru,SHFE,2019-06-20 00:00:00,11730.0,11810.0,11655.0,11765.0,389248.0,4572719.52,414804.0
ru,SHFE,2019-06-21 00:00:00,11770.0,11845.0,11670.0,11735.0,441296.0,5188557.09,416364.0
ru,SHFE,2019-06-24 00:00:00,11725.0,11780.0,11530.0,11600.0,415680.0,4832342.26,432644.0
ru,SHFE,2019-06-25 00:00:00,11605.0,11690.0,11500.0,11640.0,386204.0,4486024.16,428326.0
ru,SHFE,2019-06-26 00:00:00,11645.0,11710.0,11605.0,11615.0,290076.0,3379300.2,423326.0
ru,SHFE,2019-06-27 00:00:00,11630.0,11720.0,11555.0,11590.0,324036.0,3774330.86,421124.0
ru,SHFE,2019-06-28 00:00:00,11590.0,11615.0,11335.0,11355.0,461008.0,5288363.68,429414.0
ru,SHFE,2019-07-01 00:00:00,11375.0,11505.0,11335.0,11410.0,358906.0,4097352.56,426212.0
ru,SHFE,2019-07-02 00:00:00,11400.0,11440.0,11135.0,11325.0,507754.0,5725984.08,423800.0
ru,SHFE,2019-07-03 00:00:00,11325.0,11345.0,11115.0,11160.0,344610.0,3875765.3,429720.0
ru,SHFE,2019-07-04 00:00:00,11155.0,11295.0,11140.0,11260.0,314136.0,3526787.77,428358.0
ru,SHFE,2019-07-05 00:00:00,11225.0,11360.0,11210.0,11310.0,318470.0,3591349.9,426700.0
ru,SHFE,2019-07-08 00:00:00,11300.0,11305.0,10965.0,11020.0,494202.0,5510151.02,446688.0
ru,SHFE,2019-07-09 00:00:00,11020.0,11055.0,10580.0,10635.0,596818.0,6452716.32,418246.0
ru,SHFE,2019-07-10 00:00:00,10660.0,10750.0,10630.0,10735.0,256456.0,2742451.09,397290.0
ru,SHFE,2019-07-11 00:00:00,10750.0,10820.0,10610.0,10735.0,292040.0,3129192.49,392746.0
